date,ticker,close,ma50,ma200,dist_ma50_pct,dist_ma200_pct,ma50_gt_ma200,breakout_3m,atr_pct,dd_3m_pct,ret_1m_pct,ret_3m_pct,score
2026-03-04,SDGR,12.95,15.1838,18.8802,-14.712,-31.41,0,0,5.682,-33.213,-8.091,-24.002,0
2026-03-04,SKYT,29.78,28.0954,16.9304,5.996,75.897,1,0,4.284,-14.376,-4.917,95.023,75
2026-03-04,SOUN,8.435,9.5239,12.2955,-11.433,-31.398,0,0,6.472,-34.102,0.178,-26.78,0
2026-03-04,SPIR,9.02,9.9378,10.2481,-9.235,-11.984,0,0,6.581,-31.615,-20.318,14.467,0
2026-03-04,STEM,10.33,15.0076,15.1746,-31.168,-31.926,0,0,8.009,-52.81,-33.782,-38.144,0
2026-03-04,TMDX,147.18,134.7727,125.9197,9.206,16.884,1,0,5.568,-0.554,9.844,-2.154,75
2026-03-04,VG,10.75,8.7274,11.2735,23.175,-4.644,0,0,7.694,-6.195,19.18,56.683,20
2026-03-04,ZETA,18.75,19.1448,17.7877,-2.062,5.41,1,0,6.476,-23.156,0.375,4.515,55
2026-03-04,ADUR,11.07,12.067,11.8351,-8.262,-6.465,1,0,7.316,-25.455,-11.652,-12.352,20
2026-03-04,AEHR,45.39,28.3612,22.5244,60.043,101.514,1,1,9.711,0.0,74.175,101.465,100
2026-03-04,AI,9.3099,12.0394,17.8979,-22.671,-47.983,0,0,8.657,-41.922,-14.745,-33.925,0
2026-03-04,ALKT,16.96,19.7436,23.6314,-14.099,-28.231,0,0,6.966,-28.348,-15.115,-18.422,0
2026-03-04,AMSC,32.0,31.5978,41.0126,1.273,-21.975,0,0,8.65,-12.711,6.596,6.845,20
2026-03-04,ARDX,6.385,6.8105,5.5586,-6.248,14.868,1,0,6.306,-20.088,-18.036,14.222,55
2026-03-04,ASST,9.2982,14.0443,60.2657,-33.794,-84.571,0,0,9.077,-57.735,-35.697,-55.723,0
2026-03-04,ASTS,104.09,93.9236,63.854,10.824,63.012,1,0,8.037,-14.743,-0.44,97.852,75
2026-03-04,ATAI,3.685,3.8794,3.9456,-5.011,-6.605,0,0,8.773,-17.191,-4.036,-4.036,0
2026-03-04,AVAV,229.64,283.1356,273.1213,-18.894,-15.92,1,0,10.039,-41.547,-14.945,-10.923,20
2026-03-04,BAC,50.0,53.6876,50.1663,-6.869,-0.331,1,0,3.187,-12.664,-7.459,-5.598,20
2026-03-04,BBAI,3.885,5.1795,5.8288,-24.993,-33.348,0,0,7.722,-44.658,-18.724,-35.785,0
2026-03-04,CAN,0.5379,0.6595,0.8426,-18.433,-36.163,0,0,8.909,-45.056,-12.537,-43.259,0
2026-03-04,CIFR,15.83,16.3912,12.1023,-3.424,30.802,1,0,9.629,-20.171,0.126,-19.604,55
2026-03-04,CLSK,10.255,11.2056,12.207,-8.483,-15.991,0,0,7.74,-31.77,-7.111,-27.166,0
2026-03-04,CRNX,39.885,48.3382,39.2891,-17.488,1.517,1,0,5.53,-29.32,-19.179,-11.856,55
2026-03-04,DCBO,18.61,19.6663,25.4006,-5.371,-26.734,0,0,5.22,-18.663,-5.244,-9.792,0
2026-03-04,ENVX,5.235,6.9814,9.4244,-25.015,-44.453,0,0,8.016,-42.662,-23.577,-28.189,0
2026-03-04,EOSE,6.48,12.9134,10.2536,-49.82,-36.803,1,0,18.602,-64.435,-54.108,-52.37,20
2026-03-04,FLNC,15.735,21.7215,14.1192,-27.56,11.444,1,0,7.861,-51.179,-49.061,-18.85,55
2026-03-04,IBRX,8.975,5.5892,3.2898,60.578,172.815,1,0,15.977,-22.294,46.411,290.217,75
2026-03-04,INOD,44.98,52.9892,54.6673,-15.115,-17.72,0,0,7.089,-30.811,-18.485,-18.263,0
2026-03-04,IOVA,4.075,2.7905,2.3689,46.031,72.019,1,0,7.555,0.0,56.13,82.735,75
